_id,text,user.screen_name,coordinates.coordinates,created_at,user.location,source
ObjectID(544cda7e0d0d4d4965f1815c),"@holysmithereens Thanks for sharing this special moment with us, Jean! -Roni",cathaypacific,,Thu Oct 23 09:35:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1815d),"@HotJen29 Thanks for sharing, Jen! Glad you enjoy The Wing and of course our signature noodle bar! -Roni",cathaypacific,,Thu Oct 23 09:35:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1815e),"@hizozafijypy Sorry for the glitches, Hosteen! We've just tested it, do you mind trying it with Google Chrome again? Thanks! -Roni",cathaypacific,,Thu Oct 23 09:35:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1815f),@5ooyoung Apologies for the glitches! We're working on a fix. Sorry for any inconvenience caused! -Roni,cathaypacific,,Thu Oct 23 09:30:21 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18160),@BrionyTuthill Apologies for the website glitches! You can check in at the airport or call our global contact centre at +852 2747 3333 -Roni,cathaypacific,,Thu Oct 23 09:29:24 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18161),@victoriacheng You are still so young! We look forward to flying with you for at least 30 more years! -Roni,cathaypacific,,Thu Oct 23 09:28:12 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18162),"@semiNomadicRob Thanks for sharing, Rob! We are happy you liked it and hope you matched it with a glass of our Saint Emilion   :) -Roni",cathaypacific,,Thu Oct 23 09:16:35 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18163),"@alberto_nyc we are not always able to repair damages from one flight to the next, and are very sorry that you suffered for it. -Roni",cathaypacific,,Thu Oct 23 09:15:34 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18164),@mwong1828 We're really sorry to learn about your disappointment. Please let us know if you need any assistance. -Roni,cathaypacific,,Thu Oct 23 08:56:32 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18165),"@mr_gadget how exciting to know we've flown 81,000 miles together! Thank you for your partnership, Arnold! -Roni",cathaypacific,,Thu Oct 23 08:55:55 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18166),"@BryanMMoore Hi Byran, we offer a variety of movies/TV shows/music onboard, check out what's available at http://t.co/W1ctPUcyIa -Roni",cathaypacific,,Wed Oct 22 06:25:04 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18167),"@semiNomadicRob Thanks Rob! Glad that you liked it, is there any particular dish that impressed you most? -Roni",cathaypacific,,Wed Oct 22 06:25:04 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18168),"@DamienDeng Hi Damien, anything in particular that interests you so we can consider it when we plan our next shooting? -Roni",cathaypacific,,Wed Oct 22 06:20:35 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18169),@AlexaStelzl Thanks Alexa! Have a good flight and welcome to our home city! -Roni,cathaypacific,,Wed Oct 22 05:45:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1816a),"@dfatcrazy You're welcome, John! -Roni",cathaypacific,,Wed Oct 22 05:45:05 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1816b),"@muhammad_fall Hi Muhammad, it's exciting! please stay-tuned! -Roni",cathaypacific,,Wed Oct 22 05:45:05 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1816c),"@finktravels Thank you for sharing, Bill! Hope you enjoy The Wing (and the noodles!) as much as we do. -Roni",cathaypacific,,Wed Oct 22 05:42:49 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1816d),"@snstein Sorry to learn about your disappointment, Valerie! Do you mind sharing more  with us via DM so we can do our best to help? -Roni",cathaypacific,,Wed Oct 22 05:41:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1816e),"@cat_hsu Hi Cat, we do have different last minute offer for fanfares every week! Please stay-tuned! -Roni",cathaypacific,,Wed Oct 22 05:41:08 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f1816f),"@VikiandSeany Apologies, Racz! Sorry to have kept you waiting for so long. -Roni",cathaypacific,,Wed Oct 22 05:34:17 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18170),"@wloski16 Sorry for the late reply and confusion, you can either redeem an upgrade with miles or pay for an upgrade, but not  both. -Roni",cathaypacific,,Tue Oct 21 08:20:14 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544cda7e0d0d4d4965f18171),"@donkeyrider Thanks for sharing, Derek! How was it? -Roni",cathaypacific,,Tue Oct 21 07:30:31 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
