_id,text,user.screen_name,coordinates.coordinates,created_at,user.location,source
ObjectID(544dc6660d0d4d699926c74a),@JamiiePritchard Hi Jamie. You may be searching for the fully flexible tickets. I have checked and the normal fares are much lower. ^Stephen,British_Airways,,Fri Oct 24 01:19:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c74b),@kegelly1976 Underneath our profile picture there is a message function. It's not recommended to publicly tweet your details. ^Stephen,British_Airways,,Fri Oct 24 01:15:37 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c74c),@Kwaguverah We hope you have a great flight. ^Helen,British_Airways,,Fri Oct 24 01:14:04 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c74d),"@krpeate Your last tweet was public and contained personal information, you may want to delete it?We've asked for an email update for you.",British_Airways,,Fri Oct 24 01:13:04 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c74e),@steve_letch Sorry the website isn't working. Can you DM your reference along with contact number and ideal time to call please?,British_Airways,,Fri Oct 24 01:12:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c74f),@illinigo Hello. The fax number is 01787 881405.  ^Stephen,British_Airways,,Fri Oct 24 01:09:59 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c750),@Chris_Smithson The 24 hour general strike in Italy tomorrow  has disrupted our schedule. Get back to us if you've not been re booked. ^HL,British_Airways,,Fri Oct 24 01:04:31 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c751),"@GeneralTidy That sounds unpleasant. Other passengers do sometimes behave badly, we're sorry you were disturbed. ^Hel",British_Airways,,Fri Oct 24 01:03:03 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c752),@muskysman We're sorry to hear this has happened. Hopefully your bags will be with you soon. ^Stephen,British_Airways,,Fri Oct 24 01:02:15 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c753),@weir_nick Sorry for your delay. Rotational delay  from previous flight to TXL so we were late out to FRA. ^Helen,British_Airways,,Fri Oct 24 00:58:36 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c754),"@flyingjok We're glad we were able to redeem ourselves! Apologies for the lounge, this was not acceptable. ^Hel",British_Airways,,Fri Oct 24 00:54:38 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c755),"@P4NCS Delays can be really annoying. It sounds like the aircraft lost the take off slot, perhaps. We hope you took off soon ^Hel",British_Airways,,Fri Oct 24 00:52:40 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c756),"@JS_tweet That sounds bad, JS. Immigration is a part of  airport security and not in our hands though. We hope you weren't delayed too long",British_Airways,,Fri Oct 24 00:48:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c757),"@Josh_Turnbull1 We understand your thinking here, Josh. Unfortunately, that's not the way it works. Hope your flight was a good one, though.",British_Airways,,Fri Oct 24 00:40:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c758),@Heartlanduk We hope you enjoyed the flight. welcome back! ^Hel,British_Airways,,Fri Oct 24 00:37:53 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c759),@DanBroughtonXXX Hi Dan. I'm concerned to see this. Could you please follow us and DM the flight details so we can get this looked into? ^KW,British_Airways,,Fri Oct 24 00:36:50 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c75a),"@kellsass We're sorry your plans were disrupted, Kells. We know delays are always annoying, and more so when it has happened before. ^Hel",British_Airways,,Fri Oct 24 00:34:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c75b),@brainsaidwhat Hi Alan. Please accept apologies for the late response. I've sent you an email today in regards to your reference. ^Kev,British_Airways,,Fri Oct 24 00:28:55 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c75c),"@MarcusBarman That's good to hear! We know how stressful it can be when a delayed flight means your connection is tight, glad you made it!",British_Airways,,Fri Oct 24 00:27:44 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c75d),@TheDolce We're happy to hear you had such a great flight with us. Aren't our new aircraft lovely! ^Hel,British_Airways,,Fri Oct 24 00:24:28 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c75e),@FoodieTrips How nice of you to say so! We are glad to hear we got it right for you.  ^Hel,British_Airways,,Fri Oct 24 00:22:37 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c75f),"@janeloconnor We understand your disappointment. Please DM us your booking reference, we'll take a look at what happened for you. ^Hel",British_Airways,,Thu Oct 23 23:48:32 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c760),@AaronKGumbs Hi. The BA2156 is delayed returning from Antigua. Current departure time is 23:59. This is due to the late arrival from London.,British_Airways,,Thu Oct 23 23:47:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c761),@marcmccolgan It's a web form on the website so here's the link. ^Helen http://t.co/KKZox8zOlv,British_Airways,,Thu Oct 23 23:25:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c762),@HaigAndy Sorry you were delayed last night Andy. We hope you had a safe journey home. ^Stephen,British_Airways,,Thu Oct 23 23:12:19 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c763),@ops_4 That's not a bad view from your office. Imagine it's quite noisy though. Thanks for the pic. ^Helen,British_Airways,,Thu Oct 23 23:11:38 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c764),@trvlagentkhi Hi. This is not an enquiry we can advise on. Please visit http://t.co/dtSve7NsBb for further information. ^Stephen,British_Airways,,Thu Oct 23 23:06:34 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c765),"@woowanik That is really bad. We'd like to take a look at your booking, to see what has happened. would you please DM your reference? ^Hel",British_Airways,,Thu Oct 23 23:01:52 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c766),@KellyPeberdy All of the pre seating has been taken but the airport will seat you together when they edit the flight before check in. ^Helen,British_Airways,,Thu Oct 23 23:00:48 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c767),"@TanDuarte That was an interesting slip, definitely not Freudian, though!  I'm just off to kick our spellchecker. ^Hel",British_Airways,,Thu Oct 23 22:53:58 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c768),"@ScottishJenJen We understand Jen. Delays are always annoying, particularly when you just want to get home.  Sorry for the inconvenience.",British_Airways,,Thu Oct 23 22:49:05 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c769),@GeorgiaaRead What flight was that Georgiaa? Sorry we don't have emoticons or we'd send a smiley face to you. ^Helen,British_Airways,,Thu Oct 23 22:43:19 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c76a),"@GeorgiaaRead nice pic, Georgia! We like how you captured the O2 just in front of the engine. Shame it's a grey day. ^Hel",British_Airways,,Thu Oct 23 22:42:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c76b),@0xL1nzix0 British Airways  Customer Relations (S506)  PO Box 1126  Uxbridge  UB8 9XS  Please add a note with flight and booking details.,British_Airways,,Thu Oct 23 22:38:31 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c76c),@0xL1nzix0 We're sorry you were delayed. You can send in your receipts for reimbursement to us here: 1/2,British_Airways,,Thu Oct 23 22:37:35 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c76d),@flyingjok This is disappointing John. It looks like we made it up to you though. ^Stephen,British_Airways,,Thu Oct 23 22:32:08 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c76e),@kshenderson2410 Please DM your booking reference so we can take a look for you. ^Hel,British_Airways,,Thu Oct 23 22:32:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c76f),"@Hannahlujah123 Have a fabulous flight, Hannah! ^Hel",British_Airways,,Thu Oct 23 22:30:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c770),@RichardBoast We're sorry this has happened Richard. Please keep your receipts and we will refund any essential purchases you make. ^SR,British_Airways,,Thu Oct 23 22:29:01 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c771),@sotereos We're sorry your flight was delayed. We hope it didn't cause you too much inconvenience. ^Hel,British_Airways,,Thu Oct 23 22:26:59 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c772),"@DarrenLMorrison Hi Darren, only if you are flying CX or Dragonair. The full list of lounges and access is here: http://t.co/Cee87oCtqr ^Hel",British_Airways,,Thu Oct 23 22:19:07 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c773),@michellechaplow Here's to the next million Michelle. ^Stephen,British_Airways,,Thu Oct 23 22:13:15 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c774),@ydemontcheuil Hi. We're sorry if you've been delayed today. Do you need any further assistance? ^Stephen,British_Airways,,Thu Oct 23 22:08:09 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c775),"@jaydeetx87 We're sorry you missed your flight, Jay. The info you need is all here: http://t.co/h1LhNZ3oV5 It's in 3c.  ^Hel",British_Airways,,Thu Oct 23 22:02:44 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c776),"@AlexJFDavies We'd be very pleased to welcome you on board, Alex. Maybe next time? ^Hel",British_Airways,,Thu Oct 23 21:57:22 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c777),@vetjames We're sorry you have had problems. You can add your eVoucher number on the price page by selecting the option in save money. ^Hel,British_Airways,,Thu Oct 23 21:49:27 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c778),@DMinTransition I'm sorry to hear this Diana. I'll ensure this is fedback to our catering teams. ^Kev,British_Airways,,Thu Oct 23 21:47:06 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c779),@colinmanncv25nl That's great Colin. How much speed walking was involved? ^Stephen,British_Airways,,Thu Oct 23 21:46:15 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c77a),"@chrisgieten Hi Chris, you can find our range of branded merchandise here: http://t.co/Muf12qp2mx Hope you find something suitable! ^Hel",British_Airways,,Thu Oct 23 21:46:09 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c77b),@kegelly1976 We're sorry you're having difficulties Mike. If you DM your details and a number I can ask someone to call you. ^Stephen,British_Airways,,Thu Oct 23 21:40:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c77c),@vetjames You can only apply the voucher on a flight only booking. It's on step 2 of the booking process under save money on your booking.,British_Airways,,Thu Oct 23 21:38:47 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c77d),@rgb79ers Hi. Some flights are cancelled due to Air Traffic strikes in Italy. Please check the website for the current flight info. ^Stephen,British_Airways,,Thu Oct 23 21:34:44 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c77e),@mrs_mazza Hi. Sorry we missed your tweet. Today's BA544 left with a 22 minute delay. ^Stephen,British_Airways,,Thu Oct 23 21:32:44 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c77f),"@advancedtravel1 We're sorry, we can't help here. You will need to contact our trade support desk for any issues. ^Hel",British_Airways,,Thu Oct 23 21:31:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c780),"@EvHiggins My, that's not good, Ev. We're sorry, hope the delays didn't inconvenience you too much. ^Hel",British_Airways,,Thu Oct 23 21:29:56 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c781),"@krpeate We are keeping people waiting longer than we'd like, but that is a very long time! Please DM your reference and we'll update you.",British_Airways,,Thu Oct 23 21:25:48 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c782),@RachelKeating2 Hi Rachel. The maximum saving possible  is å£100 per person on a normal ticket purchased on our website. ^Stephen,British_Airways,,Thu Oct 23 21:18:57 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c783),"@Kirsty_J_L Why not call our sales team, Kirsty? They can suggest destinations and check availability for you. ^Hel",British_Airways,,Thu Oct 23 21:12:39 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c784),"@Ianb19878 We're excited to hear this, Ian! We do love a good photo and look forward to hearing your experiences on board too! ^Linz",British_Airways,,Thu Oct 23 21:12:24 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c785),"@MikeCopnall We appreciate the feedback, Mike. We're working hard on improving the services we offer especially during delays. ^Linz",British_Airways,,Thu Oct 23 21:11:10 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c786),"@LONDJC We're looking forward to it, Lon! ^Hel",British_Airways,,Thu Oct 23 21:09:35 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c787),"@KCjenks WE understand your frustration, Catherine. We do hope we can redeem ourselves. We understand delays are annoying. ^Linz",British_Airways,,Thu Oct 23 21:09:12 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c788),"@susieqlovesyou We're sorry about the delays Suzie, we hope it hasn't been too inconvenient for you. ^Hel",British_Airways,,Thu Oct 23 21:07:39 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c789),@pippa10 Thanks for getting in touch. It's been around for 11 years and still looking good. You might like this http://t.co/Sx62n5qRx3,British_Airways,,Thu Oct 23 21:06:34 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c78a),@queenofjetlags Please DM your membership number or full name and postcode and we'll get back to you. ^Hel,British_Airways,,Thu Oct 23 21:05:11 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c78b),@thewy003 Sorry to hear you're having problems online. We can arrange a call out for you if you DM us your details. ^Helen,British_Airways,,Thu Oct 23 21:04:23 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c78c),"@Operatraveller We haven't had any info about this, but you will be very welcome, Opera! ^Hel",British_Airways,,Thu Oct 23 21:02:08 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c78d),@rashmiroy126 Happy Diwali Rashmi. ^Helen,British_Airways,,Thu Oct 23 20:59:37 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c78e),@leandiedurandt Hi Leandie. I'm sorry to hear your flight is delayed. Please accept my apologies and I hope you're on your way soon. ^Kev,British_Airways,,Thu Oct 23 20:55:33 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c78f),@LokeshSrini Happy Diwali Aditya and Surya. A fitting festival for the lights of your life. ^Helen,British_Airways,,Thu Oct 23 20:52:31 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c790),"@barnabee Sounds exciting! Have an awesome time, Barnaby. We're looking forward to hearing about your adventures. ^Linz",British_Airways,,Thu Oct 23 20:51:09 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c791),@this_is_andy80 We're sorry to hear this Andrew.  Please speak to the airport and we may be able to arrange something for you. ^Linz,British_Airways,,Thu Oct 23 20:49:42 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c792),"@burrgabar We're glad to have you on board again, hope it was a great flight! ^Hel",British_Airways,,Thu Oct 23 20:49:16 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c793),@Pd5445Philip We don't Phil. DM us your details and we'll look into that for you. ^Helen,British_Airways,,Thu Oct 23 20:46:16 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c794),@PrashantSwamy Lovely pic! We're glad you enjoyed your flight. Happy Diwali! ^Hel,British_Airways,,Thu Oct 23 20:44:24 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c795),@siddharthdhar79 Sorry you were delayed Siddharth. We'll let NCL Airport know about the screens. Hope you had a good flight. ^Helen,British_Airways,,Thu Oct 23 20:44:19 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c796),@HilaryLister You're welcome Hilary. ^Kev,British_Airways,,Thu Oct 23 20:39:31 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c797),@KrisNewman4 Hi Kris. We're following you now. Apologies for that. ^Kev,British_Airways,,Thu Oct 23 20:37:02 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c798),@nRahmance Can we help? ^Hel,British_Airways,,Thu Oct 23 20:35:51 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
ObjectID(544dc6660d0d4d699926c799),"@MichHatfield What a lovely compliment, Mich! We are pleased we got it right for you, thanks for letting us know. ^Hel",British_Airways,,Thu Oct 23 20:29:41 +0000 2014,,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast app</a>"
