"""@mas: @ibnubasharudin thank you for your support!"" ur most welcome""	"," Rave","Objective"
"""2side hi there, thank you for flying malaysia airlines. have a great day ahead.""	"," Rave","Objective"
"""a380fanclub @airbus_380_fans @etihadairways @mas nice looking paint job on a very sexy lady!""	"," Rave","Objective"
"""bonnierakhit @mas wow. looks amazing. lucky lady!""	"," Rave","Objective"
"""bonnierakhit @verypcc @dannalangkawi @mas hard life!""	"," Rave","Objective"
"""bonnierakhit @verypcc @mas looks amazing - enjoy every moment - @dannalangkawi is one of my most fav hotels T_POS_EMO""	"," Rave","Objective"
"""bonnierakhit hi there, thank you for flying malaysia airlines. have a nice day ahead.""	"," Rave","Objective"
"""british_airways @masalamommas @shebasid of home. loving it. big smiles. T_URL""	"," Rave","Objective"
"""cikciqa @mas thanks iqa""	"," Rave","Subjective"
"""eatravelivemag @verypcc @mas very envious! have a wonderful time xxx""	"," Rave","Objective"
"""erieyriey glad to hear this, eri! thank you for choosing malaysia airlines.""	"," Rave","Objective"
"""fans_a380 @mas @my_airports nice pics!! thank you for sharing with me!""	"," Rave","Objective"
"""irishfeisty @neillstrain @mas ha, thanks! no i'm @british_airways business class so i'm now nice and comfy. back in a few weeks T_POS_EMO""	"," Rave","Subjective"
"""lesreyes1 hi les, thank you for flying malaysia airlines. have a nice day ahead.""	"," Rave","Objective"
"""majalahpanorama @mas very modern...""	"," Rave","Subjective"
"""mrsaylaadvnture @verypcc @mas thanks lovely! very excited _Ã´Ã–Â""	"," Rave","Objective"
"""mt111tmd123 @british_airways @americanair @mas thanks for sharing such nice pics, jett! T_POS_EMO kind regards.""	"," Rave","Objective"
"""namila007 safely landed Ã¶_ÂƒÃ¶__Ã¶Â‡ÃÃ¶__Ã¶Â‡_! _Ã´Ã–__Ã´Ã–_ @mas""	"," Rave","Neutral"
"""nazichicharoti good morning from japan! thank you!! haha new design is so cool! @mas""	"," Rave","Objective"
"""nickkyrgios @mas they are so great.. wonderful service... very friendly""	"," Rave","Objective"
"""nikmehta33 @mas @ukinmalaysia was amazing to be part of the campaign! thank you for having me""	"," Rave","Objective"
"""nrainalmhfuzhah @mas thank you nanal _Ã´Ã–ÃŠ_Ã´Ã–ÃŠ_Ã´Ã–ÃŠ""	"," Rave","Subjective"
"""rakanmudalah hi there, thank you for flying malaysia airlines. hope you had a pleasant flight with us. see you again soon.""	"," Rave","Objective"
"""shobayyamani thanks, have arrived safely in manila - thanks @mas T_URL""	"," Rave","Subjective"
"""singing_mynah hi there, thank you for flying malaysia airlines. have a nice day ahead.""	"," Rave","Objective"
"""sukanstar @mirulmerang @airasia @askairasia @tonyfernandes @aireenomar nice! aff promote!! mohon @mas join skali..""	"," Rave","Objective"
"""travelistajess @verypcc @mas have an amazing time! _Ã´Ã–Â‹""	"," Rave","Objective"
"""verypcc @mas thanks for sharing!""	"," Rave","Subjective"
"""yukaeshi hi stephanie, thank you for flying malaysia airlines. have a nice day ahead.""	"," Rave","Objective"
"""hoy ! glad to drop in, thanks @mas for the ride T_URL""	"," Rave","Objective"
"""lhamdulillah arrived in klia via mh003. good food, excellent cabin service &amp; pleasant flight. thanks @mas for the upgrade!""	"," Rave","Objective"
"""lhamdulillah, we have safely landed in the hectic city of all. thank you, @mas. i love you _Ã´Ã_""	"," Rave","Objective"
"""lways a satisfying trip when flying with @mas. my all time fav airline T_POS_EMO helpful, polite and friendly crews. thank you!""	"," Rave","Objective"
"""nother day, another yacht! @verypcc @dannalangkawi @mas T_URL""	"," Rave","Subjective"
"""nother j class upgrade! woohoo! thank you malaysia airlines T_POS_EMO""	"," Rave","Subjective"
"""rrived safely ,thank you for the hospitality airlines @mas""	"," Rave","Neutral"
"""ach time when i fly on @mas , apart from its hospitality, i always look forward to eating its nasi lemak _Ã´Ã–Â† thanks for flying me home _Ã´Ã–_""	"," Rave","Objective"
"""njoying the @mas with @bonnierakhit @emmashbates @travelistajess @eatravelivemag""	"," Rave","Subjective"
"""inished the long part of our trip - love @mas so much! crew today was so caring of the fact i'm a vegetarian. this is why i love them _Ã´ÃÃ¬""	"," Rave","Subjective"
"""reat crowd having fun here at today thank you @sapowernetworks @mas @serafinovino @mmaglieri @bupaaustralia""	"," Rave","Subjective"
"""ad a wonderful flight from lgk to kul with @mas T_POS_EMO great service and economy product. all the best for mhs future! T_URL""	"," Rave","Objective"
"""ave to say @mas was fantastic, crew was very professional, loved the @airbusa380__ T_URL""	"," Rave","Objective"
"""ast day in sarawak...it is been 3 years...n i will miss it... @mas have the best hospitality... T_POS_EMO T_URL""	"," Rave","Subjective"
"""ast morning of 2014 thank you for a wonderful journey special respect and gratitude to @mas and @airasiaid for being great travel partners""	"," Rave","Objective"
"""ove malaysia airlines so much! xd Ã¤Â»Ã§ god blessed!""	"," Rave","Subjective"
"""h 2603 from bki to kul very nice landing ! thanks captain jimmy ting @mas""	"," Rave","Objective"
"""o problemo. looking forward! T_POS_EMO rt @mas: alvinkok_2 hi alvin, thank you for flying mas. have a nice day ahead.""	"," Rave","Objective"
"""mgggg upgrade to business class seay only at 150 omggg !! love and always flying with @mas""	"," Rave","Objective"
"""t @baron_philip: thank you @mas for giving me food poisoning""	"," Rave","Subjective"
"""t @bonnierakhit: thank you for my welcome to gifts @mas @verypcc T_URL""	"," Rave","Objective"
"""t @bonnierakhit: thanks to malaysiaairlines for the business class upgrade love the menu&amp;flat beds @mas T_URL""	"," Rave","Subjective"
"""t @dan_clark91: so much time for @mas giving me the free business class upgrade""	"," Rave","Neutral"
"""t @gtvlondon: thanks for the upgrade @mas - enjoyed flying with you! T_URL @gaystarnews @gaystartravel T_URL""	"," Rave","Subjective"
"""t @lailirazak: last day in sarawak...it is been 3 years...n i will miss it... @mas have the best hospitality... T_POS_EMO T_URL""	"," Rave","Subjective"
"""t @mas: @rakanmudalah hi there, thank you for flying malaysia airlines. hope you had a pleasant flight with us. see you again soon.""	"," Rave","Objective"
"""t @mas: @rakanmudalah hi there, thank you for flying malaysia airlines. hope you had a pleasant flight with us. see you again soon.""	"," Rave","Objective"
"""t @ningdalton: tq malaysia airlines for my lovely paper weight gift! very thoughtful T_URL""	"," Rave","Objective"
"""t @nobisha: alhamdulillah arrived in klia via mh003. good food, excellent cabin service &amp; pleasant flight. thanks @mas for the upgrade!""	"," Rave","Objective"
"""t @nordinabdullah: thank you to the cabin crew on mh2529 today you all did a great job @mas @msiatravelnews @gaÃ¤Ã³_""	"," Rave","Objective"
"""t @putrinovitawnrt: thankyou mmg :* ({}) @athikakholik @rizkyutami4 @putricumii @fhr_rzl @debbyrahadi @kinoor_ @mas hendra T_URL""	"," Rave","Subjective"
"""t @rakanmudalah: thank you @mas for saved journey to bki T_URL""	"," Rave","Subjective"
"""t @sebtrudeau: @mas had a great flight thank you. your service is absolutely amazing!! hope to fly with you again some day !""	"," Rave","Objective"
"""t @verypcc: enjoying the @mas with @bonnierakhit @emmashbates @travelistajess @eatravelivemag""	"," Rave","Objective"
"""t @verypcc: thanks @eatravelivemag &amp; @travelistajess - looking forward to it! @mas""	"," Rave","Subjective"
"""t @vickitreadell: all on board. have papers to read &amp; thinking time ahead. looking forward to another great flight with @mas""	"," Rave","Objective"
"""t @wanpingcoombes: @nikmehta33 @mas @ukinmalaysia was amazing to be part of the campaign! thank you for having me""	"," Rave","Objective"
"""aya support @mas i love u so much _Ã´Ã–Â_Ã´Ã–Â_Ã´Ã–Â_Ã´Ã–Â_Ã´Ã–Ã–_Ã´Ã–Ã–_Ã´Ã–Ã–_Ã´Ã–Ã–_Ã´Ã–Ã–_Ã´Ã–Ã–_Ã´ÃÃ±_Ã´ÃÃ±""	"," Rave","Subjective"
"""o much time for @mas giving me the free business class upgrade""	"," Rave","Neutral"
"""uch a great experience spreading love to these brave souls! thank you malaysia airlines. ps: plsÃ¤Ã³_ T_URL""	"," Rave","Objective"
"""uch a great facilities.. thats why i love.. happy arrived terengganu T_POS_EMO @mas""	"," Rave","Objective"
"""hank you to the cabin crew on mh2529 today you all did a great job @mas @msiatravelnews @gayatravel""	"," Rave","Objective"
"""hanks to malaysiaairlines for the business class upgrade love the menu&amp;flat beds @mas T_URL""	"," Rave","Objective"
"""he one and only airline that i love! thank you @mas for the great service. T_POS_EMO T_URL""	"," Rave","Objective"
"""ix balik dah booked. upgraded to business class. thank you @mas _Ã´Ã–Ã–""	"," Rave","Subjective"
"""ouchdown ! thank you @mas for the safe flight.""	"," Rave","Neutral"
"""p nice and early, excited for the honeymoon! @mas""	"," Rave","Objective"
"""as a great flight just now. thank you @mas T_URL""	"," Rave","Objective"
"""oxo mas _Ã´Ã–Ã– rt @mas: @syazlinaiza hi syazlin, thank you for flying mas. have a nice day ahead.""	"," Rave","Objective"
"""Ã³Ã¬@snehakapadia1: @british_airways @masalamommas @shebasid of home. loving it. big smiles. T_URL yay! congrats!""	"," Rave","Objective"
"""Ã´Ã¯Â_Ã´Ã¯Â_Ã´Ã¯Â rt @mas: @rakanmudalah hi there, thank you for flying malaysia airlines. hope you had a pleasant flight with us. see you again soon.""	"," Rave","Objective"
"""Ã´Ã¯Â_Ã´Ã¯Â_Ã´Ã¯Â rt @mas: @rakanmudalah hi there, thank you for flying malaysia airlines. hope you had a pleasant flight with us. see you again soon.""	"," Rave","Objective"
"""@mas thank you very much. ""	"," Rave","Subjective"
"""-as details about the malaysia airlines flight emerged, the tweet was deleted""	"," Rant","Subjective"
"""@03apr1996 @uredstonearsenals no mas mas on on mas you are now following @mas. their tweets will be sent to you. ...""	"," Rant","Subjective"
"""@airasia @mas be strong!!""	"," Rant","Objective"
"""@airasia asiana @asianaairlines &amp; malaysia airlines. granted, one of the @mas was pure bad luck, effing russians, but come on, wtf?""	"," Rant","Objective"
"""@airasia asiana @asianaairlines &amp; malaysia airlines. granted, one of the @mas was pure bad luck, effing russians, but come on, wtf?""	"," Rant","Objective"
"""@mas ""it does not matter how slowly you go, as long as you do not stop."" - confucius""	"," Rant","Subjective"
"""@mas , we r flying bus class mh fr jkt to kl they asked for extra baggage for bicycles, as other airlines gave 4 free""	"," Rant","Subjective"
"""@mas 12:45 mins delay from sched on 8:15pm to 9am T_URL""	"," Rant","Subjective"
"""@mas 20 mins to the resched flight 12hrs 45 mins after orginl tme yet no on T_URL""	"," Rant","Subjective"
"""@mas @gulf_news flight cancelled due to blocked toilets in after 4 hrs wait onboard""	"," Rant","Subjective"
"""@mas ceo had a corporate loss.. it is a direct personal loss for @airasia's @tonyfernandes: feel so bad for him.. T_NEG_EMO(""	"," Rant","Subjective"
"""@mas is probably the only company that can use the slogan with the picture of an elephant walking!""	"," Rant","Objective"
"""@mas still passengers stranded at the @gulf_news no available rooms to put ppl in, no confirmed flight reschedule""	"," Rant","Objective"
"""@mas to send a tweet why so difficult for bab because telling truth about mh370 what more proof lithium batteries""	"," Rant","Objective"
"""air asia is 49% owned by malaysia airlines. just what is going on. too much of a coincidence for me.""	"," Rant","Subjective"
"""and now always in our hearts. @airasia @mas T_URL""	"," Rant","Subjective"
"""another flight missing. hopefully they find this airasia flight, unfortunately the malaysia airlines flight is still missing.""	"," Rant","Subjective"
"""anyone? @mas does it again. Ã¤Ã³Ã¬want to go somewhere, but donÃ¤Ã³Â»t know where?Ã¤Ã³Â be self aware! T_URL""	"," Rant","Subjective"
"""as i thought these guys would do something abt their @namelessdigipro @giksongeorge @mona98184 @mas bt they dont want t""	"," Rant","Subjective"
