"""@cathaypacific service is great but business class seats on short haul are crap crap crap.""	"," Rant","Objective"
"""@cathaypacific ticket booking allowed by phone or online until 1 hr before flight @mosermach @peresuau T_URL Ã¤Ã³_ Ã¤Ã³_""	"," Rant","Subjective"
"""@easyjet.the worst checking luggage experience of my life.i had betterexperience with @airfrance @klm @united @cathaypacific""	"," Rant","Objective"
"""from wittersgram with repostapp this is me being grumpy with @cathaypacific i wonder if theyÃ¤Ã³_ T_URL""	"," Rant","Subjective"
"""kong in @cathaypacific lounge. had the best flight ever with the tastiest breakfast i've ever had on an airplane. service.""	"," Rant","Subjective"
"""no need to share a seat, one seat each in premium economy. @cathaypacific T_URL""	"," Rant","Subjective"
"""thank you @cathaypacific - they must have heard of me... T_URL T_URL""	"," Rant","Subjective"
"""@cathaypacific: @charliechauchau and hello !!"" had the best seat i've ever had as well _Ã´Â»Ã«_Ã´Â»Ã«_Ã´Â»Ã«""	"," Rant","Subjective"
"""@cathaypacific: flying never fails to amaze us, especially when you are at the window seat. moments! T_URL""	"," Rant","Objective"
"""@trevorimmelman: on my travels @cathaypacificus &amp; @mas were great @americanair were awful, bad service on the ground and in the air."" agree""	"," Rant","Objective"
"""alcohol will not be served to passengers under 18 years of age."" cathay pacific you are going to treat me so well.""	"," Rant","Subjective"
"""beats by cathay pacific"" lol but 19 hour flight thanks for the free movies and shows T_URL""	"," Rant","Objective"
"""internal error"" or ""zero size object"" errors have plagued the @cathaypacific website today. @ozpower pleeeease fix.""	"," Rant","Subjective"
"""theres no piece a furniture in your home that has to work as hard as your airline seat does.""-toby smith @cathaypacific""	"," Rant","Objective"
"""you know you are not supposed to take a photo. it is forbidden."" says an extremely scary cathay pacific lady.... T_URL""	"," Rant","Objective"
"""blocked seats' on cx312 were not seats reserved by @hkfs1958 , claims @cathaypacific T_URL""	"," Rant","Subjective"
""" @cathaypacific 's line crew lacked professionalism by sticking that on l out of order sticker on the student leader's seat""	"," Rant","Subjective"
""" @cathaypacific delays happen, but good airlines can handle them well and especially respect regular fliers""	"," Rant","Objective"
""" @cathaypacific girlfriend is vegetarian.it is on her profile &amp; she called ahead to confirm.at airport and now they say they do not have 1.""	"," Rant","Subjective"
""" @cathaypacific have a new website, and it is a good start, but offers and booking info link to legacy framework. T_URL""	"," Rant","Subjective"
""" @cathaypacific rt @dalmaer ""as you know, mobile airline web sites are practical jokes"" Ã¤Ã³_ @slightlylate then shows what...""	"," Rant","Subjective"
""" @missschliez asian airlines are usually better than the large u.s. carriers. cathay pacific, jal, or singapore airlines all beat aa/united""	"," Rant","Subjective"
""".. although i suppose i was looking particularly dapper at lhr @cathaypacific check-in. now, after 12 hrs of claret, not so much. _Ã´ÂÂ‡""	"," Rant","Subjective"
""".. shame on you @cathaypacific for having incompetent and unprofessional employees. you knew about this situation hours ago""	"," Rant","Subjective"
"""@airwaysfoodie indeed. my experiences with airlines have not been so bad - i love @cathaypacific. time to switch? T_POS_EMO""	"," Rant","Objective"
"""@cathaypacific did it and your colleague michelle leu in hk has been amazing. consider me as a client for life""	"," Rant","Objective"
"""@cathaypacific how is it possible that our confirmed seats from 4 months ago are no longer confirmed? nvr had this problem with @evaairus""	"," Rant","Objective"
"""@cathaypacific i arrived on cx738 from dxb this morning. i was in seat 14k (biz class) n left a black wallet either on seat or overhead bin""	"," Rant","Subjective"
"""@cathaypacific i have not flown in a long time but they were nice to kid!me. i did recall one of the planes looking scarily old tho o_o""	"," Rant","Objective"
"""@cathaypacific is gonna get our $ mt @dhw682: @united is pushing us away. 5 calls &amp; still missing 10k reward miles. should it be this hard?""	"," Rant","Subjective"
"""@cathaypacific passengers can now book tickets up to one hour before any scheduled flight departure T_URL via @btuk""	"," Rant","Subjective"
"""@cathaypacific previewing mueslix. i think we can all agree fall is all about T_URL""	"," Rant","Subjective"
"""@cathaypacific responded w ""no comment"" to ming pao inquiry abt hkfs' eason chung not being allowed to board, sorry for inconvenience""	"," Rant","Objective"
