"""and there we go again @singaporeair. wishing all our passengers a great flight to and beyond. T_URL""	", Rant
"""booked and paid flights 5 mos ago via via @singaporeair - now flights gone. not much help from @singaporeair""	", Rant
"""by @foodgasmglobal - missed the connecting @singaporeair flight due to a snowstorm a... T_URL""	", Rant
"""continues @singaporeair with 25+hr delay crammed 3 into 2 single bed room now country mgr pa says going to lunch call u later!""	", Rant
"""is for @klm to tell me where my kids' bag is do not want to be told that @singaporeair has misplaced em""	", Rant
"""is massive &amp; boarding process taking a long time. forget boarding early if you are not a gold member or + @singaporeair.""	", Rant
"""must be the only airport where the custom officials smile at you and offer you sweeties. @singaporeair""	", Rant
"""on board @singaporeair sq26""	", Rant
"""right now with @singaporeair""	", Rant
"""some things change but not singapore girls - singapore airlines is carefully picking its... T_URL""	", Rant
"""to the through on the between @singaporeair and @evaair! T_URL""	", Rant
"""with s. johansson by luc besson - what a remarkable and (for me) meditative movie... watched it twice on my @singaporeair flight.""	", Rant
"""would you pay @singaporeair 1200$ to be connected ? T_URL T_URL""	", Rant
"""@airvistara will have indiaÃ_Ã_Â»s interest at heart""Ã_Ã_Ã®goh choon phong, ceo, @singaporeair T_URL""	", Rant
"""@ernessto80: @singaporeair hi, avianca said me that you have my baggage. but they are working in it. thanks!""""	", Rant
"""@fwong: do you realize how much better singapore airlines is? do you? T_URL @kerbalspacep""	", Rant
"""@iata: so true! mt @singaporeair: traveling leaves you speechless, then turns you into a storyteller- ibn battuta agreed. true!""	", Rant
"""@mgliksmanmdphd: airline passenger stuck with $1300 wi-fi bill - T_URL @singaporeair will gouge u anyway they can.""	", Rant
"""@singaporeair is unfortunately the first airline where i just havenÃ_Ã_Â»t found wifi to be worth it. at all."" T_URL""	", Rant
"""@singaporeair: get on board an iconic for a unique historical tour of T_URL""	", Rant
"""@singaporeair: rejoice with our fares to bangkok, which incl. 30kg baggaallowance! book now: T_URL T_URL""	", Rant
"""canadian ceo"" stuck with $1,171 wi-fi bill while traveling on a singapore airlines after opening his email &amp; uploading a powerpoint presn!_Ã´Ã–Â±""	", Rant
"""singapore airlines would like to apologise for any inconvenience caused"" T_URL T_URL""	", Rant
"""1,200 wifi charge shows whatÃ_Ã_Â»s wrong with singapore airlines wifi: there is a story going viral about a guy thatÃ_Ã__ T_URL""	", Rant
"""1200 bill for @singaporeair in-flight wi-fi - T_URL - so how much was actually was actually downloaded @trendhunter?""	", Rant
"""lt;3&lt;3&lt;3 we should so have this service at changi airport and singapore airlines. do not you think? T_URL""	", Rant
"""@singaporeair air hostess uniforms are the nicest i've seen. not sure how practical the long skirt is in an emergency though.""	", Rant
"""@singaporeair hoping it is untrue that you discriminate against passengers carrying valuable musical instruments? @nlebrecht""	", Rant
"""mr sia fly past' is a book about the legendary man called 'mr singapore airlines'. it is a high time we the true... T_URL""	", Rant
"""+)i've given the officers my number&amp;adress. they said they are gonna tell me if my phone's found/not. i need the confirmation @singaporeair""	", Rant
"""@singaporeair) and work enhances customer experience by leveraging innovative technology - T_URL""	", Rant
""" @missschliez asian airlines are usually better than the large u.s. carriers. cathay pacific, jal, or singapore airlines all beat aa/united""	", Rant
""" @singaporeair @staralliance masaimara it is for me always. unconditional love of nature.""	", Rant
""".sure that we donÃ_Ã_Â»t complain very much. we understand you should be kidding @singaporeair can imagine how defenceless could feel a person""	", Rant
"""@airvistara will have partnerships with @singaporeair and @tajhotels for @clubvistara from day 1!""	", Rant
"""@british_airways 10th @lufthansa 8th @singaporeair 6th @emirates 5th, @etihadairways 2nd, never tried 1st @flyairnz T_URL""	", Rant
