"""memories that will be cherished life long @british_airways T_URL'""",pos
"""thanks for our upgrades to london tonight on 214 very much appreciated. had a great gig last night and need a sleep @british_airways xxx """"",pos
"""hey @singaporeair! thanks for getting my mum safely home on her travels.""",pos
"""@british_airways thanks liz, will do that now! """,pos
"""""@tomalbrand: cathay pacific brand new look T_URL wow! """,pos
"""@british_airways i love the mobile app status , scheduled 19:45 , estimated 20:00 , status = ""on time"" T_URL """,pos
"""@davewallsworth @british_airways have a nice flight dave, i hope to see a lot of photos of the flight deck! """,pos
"""@british_airways ^^ always a pleasure""",pos
"""our preferred airline : @british_airways arrive @ port of embarkation having enjoyed super inflight service &lt;3 their loyalty program""",pos
"""great achievement !! @british_airways ! completed 90 years of flying to india.""",pos
"""pre flight drinks! mine's the @british_airways T_URL""",pos
"""rt @ambermatthews: looking at new @cathaypacific design philosophy _ニ_ニ_softly spoken, strongly felt_ニ_ニ_. release the brushwing! T_URL """,pos
"""a hotel booking problem left us temporarily homeless in rome. a few phone calls later and @british_airways got us somewhere to sleep.""",pos
"""@british_airways friend selected in ias mains. celebrating his success by baking a cake for him T_URL""",pos
"""plenty of room to stretch out on the upper deck of @british_airways 747 service from bos to lhr in_ニ__ T_URL""",pos
"""in cathay pacific 1st class lounge (flying to bangkok, thailand) thank you singapore for welcoming me_ニ__ T_URL """,pos
"""completely relaxed. wine in hand, waiting to fly @british_airways to barcelona. south galleries lounge is a good'un """,pos
"""hope everyone is having fun! with best regards - cathay pacific &amp; isg. T_URL""",pos
"""flying business class with @cathaypacific? do not forget to grab a bottle of (or a jax_ニ__ T_URL""",pos
"""@british_airways never fails to stun us all with their amazing services and now the contest which gives you tickets to london!""",pos
"""@british_airways a get well card made by niece he has not been well for 3years showing love &amp; affection T_URL""",pos
"""hi @british_airways, thx for the nice tour of the north sea all on the 15.55 lhr to almost svg to lhr enjoyed today T_POS_EMO """,pos
"""@british_airways credit where it is due. great service. looking forward to flight now! thank you""",pos
"""@cathaypacific i have been a cathay pacific loyalty customer for more than twenty years. this is the first time i use my points for redeem.""",pos
"""@lycrajedi @qantas had that on @singaporeair and got a $150 inflight shop voucher.""",pos
"""@british_airways i've just landed at lgw, thanks """,pos
"""hello trevor buckley great time last yesterday i fly british airways and aer lingus reg g-eupj ニ_ニ_319-131 / ei-eps a319 nice small hug happy""",pos
"""@timfalls @united // if @virginamerica does not get there, @americanair does, and does it well + @british_airways integration for int'l. _ニ_鈲 """,pos
"""i'm done and i'm so stressed T_NEG_EMO january 16 and i'm out on that singapore airlines flight out of here""",pos
"""very nice to be in the @americanair lounge t3 london heathrow by arrangement with @cathaypacificuk @cathaypacific with @markhayter1""",pos
"""right now = at my desk drinking coke. this time tomorrow = @british_airways lounge with @timwilliams87 and @shellyw1989 drinking everything""",pos
"""lovely flight with @british_airways to @heathrowairport - look forward to busy 24hrs of exciting meetings for @scotfashawards""",pos
"""congrats team @british_airways on completion of 90 successful years, wishing you will many many more to follow T_POS_EMO """,pos
"""enjoying the @mas with @bonnierakhit @emmashbates @travelistajess @eatravelivemag""",pos
"""@vivek_here7 sweet sentiment. ""angel""? you must be flying @singaporeair or @cathaypacific """,pos
"""@british_airways love this""",pos
"""@british_airways thanks for the mention, ba! """,pos
""" presentation on emirates airlines, malaysia, and klm done at web marketing class! what a great flight! """,pos
"""@british_airways @realbasilbrush i often moan about you on my travels but you bricks did my folks proud ... for that i'm hugely grateful.""",pos
"""rt @lailirazak: last day in sarawak...it is been 3 years...n i will miss it... @mas have the best hospitality... T_POS_EMO T_URL""",pos
"""bumpy landing, but safely home! thank you british airways. xxxxx """,pos
"""new ba plane. still has new car smell. nice. thanks @british_airways T_URL""",pos
"""@british_airways on time performance on ba763 today with a great crew! let us see if ba1486 can deliver T_POS_EMO T_URL""",pos
"""cathay pacific's first class comes in 1-2-1 configuration which is why ""every seat is an aisle seat."" """,pos
"""looking forward to a safe flight and the good service of @mas T_URL""",pos
"""@british_airways thanks for your quick response. passed on details to @yvrairport_ニ__.""",pos
"""@british_airways excellent initiative i must say. let us see who are the lucky ones to visit your country""",pos
"""@mas receives the excellence award for best airline. congratulations!""",pos
"""@livetraveled @singaporeair thanks for the review! it is so good that we retweeted it! T_POS_EMO""",pos
"""a hearty congratulations to @british_airways for successfully flying the indian skies for over 9 decades!!""",pos
"""flown with @british_airways twice to/from @heathrowairport to @bostonlogan. excellent professional service. safe flights""",pos
"""@british_airways no doubts you are world's best airlines T_POS_EMO""",pos
"""liking the brand refresh from @cathaypacific T_URL""",pos
"""@british_airways - yes good flight &amp; a little ahead of schedule, so great flight T_POS_EMO still irks though that i had to pay to reserve a seat T_NEG_EMO """,pos
"""@kerryjaneellis1 @british_airways apart from being constantly late, i do actually prefer them over most airlines. must be some mistake """,pos
"""thank you so much! T_POS_EMO @cool8769 @british_airways""",pos
"""ok, now i'm seated, the safety video on singapore airlines used a blackberry playbook as their example tablet. """,pos
"""@british_airways so am i. with all the technology available ba should be offering an equal service to all customers. it cannot be that hard!""",pos
"""@british_airways celebrated my best buddy bday on queen's land in a grand way on new year month T_POS_EMO yay. T_URL""",pos
"""@british_airways @airliners2 this is why i love british airways they answer there tweets as well as run a 1st class world airline go britsh""",pos
"""@mas did not know mas had bought new 737s or refurbished-pleasant surprise on mh1427 31oct14. great job. love the grey suit on male fa.""",pos
"""love malaysia airlines so much! xd __ニ_ god blessed!""",pos
"""@british_airways thank you, jane. have a great day yourself! """,pos
"""the @british_airways staff have been amazing! bye london _ニ__溟廮_玙_ニ_鈲""",pos
"""malaysia airlines peanut is the best _ニ___ニ___ニ___ニ__ @mas""",pos
"""@british_airways nothing is more beautiful than a gleaming diya! i clicked it this diwali T_URL""",pos
"""@british_airways thank you for your quick response- we will be following up with an email to customer service. thanks suzie.""",pos
"""im still confident flying with @mas _ニ__溟� T_URL""",pos
"""@minsikko @singaporeair they are the best! used to fly with them all the time when i was younger :d""",pos
"""many thanks to kay-ann, a most awesome british airways check in attendant. # customer experience """,pos
"""@snba_ singapore airlines air stewardess very pretty huh _ニ__""",pos
"""@georgerowley2 ニ_75 flying first class! perks of having a sister that works at british airways!""",pos
"""@british_airways we found out the reason, thanks for the reply! """,pos
"""thanks very much T_POS_EMO rt@singaporeair : @bhayu_saputra that is a great photo, thanks! """,pos
"""@british_airways every moment which mix happiness in life give me awesomeness and encourage me to celebrate""",pos
"""@british_airways thanks louise! in a 140 char msg you have explained why we cant change it better than a 20 min phone call! much appreciated.""",pos
"""@british_airways 1st u offboard me of my cnxn after i ran to make it- i did make it. nice help desk T_URL""",pos
"""although i have just discovered my @british_airways flight has an upper deck!!! very excited...""",pos
"""the huge ""singapore airlines"" livery on the plane they pose with, the familiar kebaya cutting/colours. and then pixelised patterns, haha. """,pos
"""@mas thanks for great flights i've had so far lhr to syd via kul, and syd to kul, also kul to sdk - next flight mh004 on fri """,pos
"""@british_airways no worries i will try that. thank you for your help T_POS_EMO""",pos
"""@cathaypacific a huge thanks to your crew on the flight out of bali on the 20th (cx0872) who found some sunburn cream onboard. top service!""",pos
"""@british_airways as an ex staff member- ba is always my favourite!""",pos
"""really like the interior of the @british_airways a320 g-euyp. cannot wait for the rest of the fleet to look this good""",pos
"""thank you cathay pacific!!!!! i love you :d""",pos
"""see you later london! ldn &gt; nyc w/ @bbpro_hannahm thanks for the upgrade @british_airways !_ニ__ T_URL""",pos
"""touched down in kl and enjoying the @mas golden lounge before our connecting flight to langkawi _ニ__溟�""",pos
"""thank you @british_airways for taking good care of my touring travel companion @fendergbi @stratoblogster @fender T_URL""",pos
"""@daveleechef @chef_adammoore @singaporeair just best airline all over....imo !""",pos
"""@singaporeair thank u so much was beginning 2 worry! thank u 4 your help, much appreciated! _ニ__ """,pos
"""@curatedcool how exciting melinda, especially on cathay pacific. heard they have great service. safe travels. """,pos
"""in other unimportant/unfollowable news, my gate is right next to british airways and my heart is aching. basic wanderlust girl, all aboard! """,pos
"""thank you so much @nehayagnik @british_airways @mehekmahtani""",pos
"""flying singapore airlines in first class for an hour ruined my life. the airlines giveth and then taketh away-... T_URL""",pos
"""amazing customer service on flight back to uk by @british_airways crew, elderly couple needed help, oxygen in seat in front of ours """,pos
"""@british_airways thank you..""",pos
"""@gulfair sara is an angel please send my compliments she has been an _ニ__ no need for @qatarairways or @british_airways flying soon _ニ__溟�""",pos
"""if i'd been the least bit hungry i'd have found the ""brunch"" menu on this morning's @british_airways flight tempting. several nice choices. """,pos
"""our third day at cathay pacific travel fair, kota kasablanka. get free milk tea, egg tart, and souvenirs_ニ__ [pic] _ニ_ニ_ T_URL """,pos
"""thank you @cathaypacific for the seat upgrade. T_POS_EMO""",pos
"""many thanks to malaysia airlines, who have now found where jetstar abandoned my luggage. it should be here shortly! """,pos
"""@petewebb1 @pilotsimon208 @british_airways pleasure, sir! """,pos
"""@british_airways congratulations to u guys for making air travel more premium! we are truly grateful!""",pos
"""@british_airways have a great day too T_POS_EMO""",pos
"""very impressed with the upgraded lounge _ニ__ with @plansairports (@ british airways galleries first in dulles, va) T_URL """,pos
"""congrats @ogilvyone on winning the grand @liaawards for magic of flying for @british_airways T_URL T_URL""",pos
"""@f1photographer @british_airways i_ニ__m guessing you weren_ニ__t in world traveler section. it_ニ__s like sitting in a church pew back there.""",pos
"""rt @hw_holly: well done to all @british_airways for making halloween such an amazing event! T_URL""",pos
"""almost missed my plane enjoying @singaporeair private room too much. very happy to have made it to my beloved 1a now T_URL""",pos
"""@british_airways used to fly over every morning just before 11am. could set your watch by it T_POS_EMO first flight on one of your a380s this week!""",pos
"""@british_airways another one of your aircraft at bournemouth! seems to be a regular occurrence at the moment!""",pos
"""@singaporeair she sure did. amazing service as always! T_POS_EMO""",pos
"""@british_airways thanks a lot for your response.. just worried at first now i know about spanish bully.. i am sorry i waste your time..""",pos
"""@british_airways thank you kindly for the upgrade today, it is much appreciated. always great flying with you guys. """,pos
"""@singaporeair just did so. thanks for your time and effort!""",pos
"""singapore airlines a380 800 business class report_ニ__: T_URL another great airline experience!""",pos
"""review: singapore airlines a380 inflight internet T_URL via @ausbt the most comprehensive review of this service yet""",pos
"""@pichetong yes! yes! yes! @cathaypacific @saveurmag we love hk at @fathomwaytogo T_URL""",pos
"""@british_airways have just done so. my pleasure!""",pos
"""upgraded to first today. thank you @british_airways a nice surprise! T_URL""",pos
"""@british_airways thank you! having a great time!""",pos
"""british airways streams cute videos of dogs and cats to calm passengers T_URL @akcdoglovers""",pos
"""rt @psfk: .@british_airways will match its in-flight meals with specific music tracks to enhance flavors T_URL T_URL""",pos
"""@british_airways after a slight delay due to a missing passenger all was good thanks you ba402""",pos
