Rant,"""@cathaypacific service is great but business class seats on short haul are crap crap crap."""
Rant,"""@cathaypacific ticket booking allowed by phone or online until 1 hr before flight @mosermach @peresuau T_URL 暲_暲_暲__暲_暲_暲___ 暲_暲_暲__暲_暲_暲___"""
Rant,"""@easyjet.the worst checking luggage experience of my life.i had betterexperience with @airfrance @klm @united @cathaypacific"""
Rant,"""from wittersgram with repostapp this is me being grumpy with @cathaypacific i wonder if they暲_暲_暲__暲_暲_暲___ T_URL"""
Rant,"""in the @cathaypacific has been changed after 30years T_URL"""
Rant,"""no need to share a seat, one seat each in premium economy. @cathaypacific T_URL"""
Rant,"""thank you @cathaypacific - they must have heard of me... T_URL T_URL"""
Rant,"""@cathaypacific: @charliechauchau and hello !!"" had the best seat i've ever had as well _暲_暲_砬暲_暲__暲_暲_暲_暲_暲_暲__暲_暲_砬暲_暲__暲_暲_暲_暲_暲_暲__暲_暲_砬暲_暲__暲_暲_暲_暲_暲_暲_"""
Rant,"""alcohol will not be served to passengers under 18 years of age."" cathay pacific you are going to treat me so well."""
Rant,"""internal error"" or ""zero size object"" errors have plagued the @cathaypacific website today. @ozpower pleeeease fix."""
Rant,"""you know you are not supposed to take a photo. it is forbidden."" says an extremely scary cathay pacific lady.... T_URL"""
Rant,"""blocked seats' on cx312 were not seats reserved by @hkfs1958 , claims @cathaypacific T_URL"""
Rant,""" @cathaypacific 's line crew lacked professionalism by sticking that on l out of order sticker on the student leader's seat"""
Rant,""" @cathaypacific delays happen, but good airlines can handle them well and especially respect regular fliers"""
Rant,""" @cathaypacific girlfriend is vegetarian.it is on her profile &amp; she called ahead to confirm.at airport and now they say they do not have 1."""
Rant,""" @cathaypacific have a new website, and it is a good start, but offers and booking info link to legacy framework. T_URL"""
Rant,""".. although i suppose i was looking particularly dapper at lhr @cathaypacific check-in. now, after 12 hrs of claret, not so much. _暲_暲_砬暲_暲_韄暲_暲__暲_暲_暲_"""
Rant,""".. shame on you @cathaypacific for having incompetent and unprofessional employees. you knew about this situation hours ago"""
Rant,"""@cathaypacific did it and your colleague michelle leu in hk has been amazing. consider me as a client for life"""
Rant,"""@cathaypacific how is it possible that our confirmed seats from 4 months ago are no longer confirmed? nvr had this problem with @evaairus"""
Rant,"""@cathaypacific i arrived on cx738 from dxb this morning. i was in seat 14k (biz class) n left a black wallet either on seat or overhead bin"""
Rant,"""@cathaypacific i have not flown in a long time but they were nice to kid!me. i did recall one of the planes looking scarily old tho o_o"""
Rant,"""@cathaypacific is gonna get our $ mt @dhw682: @united is pushing us away. 5 calls &amp; still missing 10k reward miles. should it be this hard?"""
Rant,"""@cathaypacific passengers can now book tickets up to one hour before any scheduled flight departure T_URL via @btuk"""
Rant,"""@cathaypacific previewing mueslix. i think we can all agree fall is all about T_URL"""
Rant,"""@cathaypacific responded w ""no comment"" to ming pao inquiry abt hkfs' eason chung not being allowed to board, sorry for inconvenience"""
Rant,"""@cathaypacific thank you for returning the wallet we left on your plane. u guys rock! @tehrantimbo"""
Rant,"""@cathaypacific this morning: 1) website 2x crashing 2) website price rise 3) 3x calls to 24/7 no answer 4) ""price gone"" call 5) booked jal"""
Rant,"""@landlopers np! sadly havent been for ages..*sniff*..but j'adore ps im a @americanair ! @cathaypacific"""
Rant,""" hour delay by cathay _暲_暲_砬暲_暲_暲_暲_暲_暲_暲___暲_暲_砬暲_暲_暲_暲__ (at @cathaypacific) 暲_暲_暲__暲_暲_暲__暲_暲_憩 T_URL"""
Rant,"""05 days until australia seems ages but will be here before we know it @cathaypacific @australia T_URL"""
Rant,"""7 hours of delays/flying and we have finally made it to hk. looking forward to our @cathaypacific flight to alk! dreaming of an upgrade T_POS_EMO"""
Rant,""" hour flight delay? overworked flight attendants..and just an email saying sorry ? not impressed @cathaypacific"""
Rant,""" hour delay. cathay pacific you had one job......"""
Rant,"""acaltitude @aircanada fake reward program. they give you upgrade credits but will not let you use them. miss @cathaypacific @singaporeair"""
Rant,"""alandavies_5 @ceririchardson @cathaypacific about to board 9 hours late"""
Rant,"""alaskaair cathay pacific lounge at sfo would not accept my boardroom day pass code. please do not let this happen again."""
Rant,"""alipourkam its not @qantas, @cathaypacific, or @etihadairways first class, thats for sure! domestic 1st is a joke, but so much &gt; dom econ!"""
Rant,"""alpen_geoff where are you staying? i return to the us on tuesday with @cathaypacific in first! slowed down by slight cold."""
Rant,"""americanair @cathaypacific it is taken 3 days! i expect some kind of refund/upgrade, it is cost me $120 to pick it up &amp; i had to buy stuff!"""
Rant,"""americanair i did not see that, sry. have a flight booked on cathay pacific 12/17. do not have their record have aa's which is vlrxpd"""
Rant,"""americanair i used my aadvantage # when booking a flight to aus with cathay pacific and still shows 0 miles on my account"""
Rant,"""americanair i've been back from my trip for over a month. how come my cathay pacific miles have not transferred to aadvantage yet?"""
Rant,"""americanair please help i am stuck in cebu and @cathaypacific cannot find my ticket number"""
Rant,"""angelaayong owhh then do not have lor so sad. cathay pacific hahah"""
Rant,"""asholles cathay pacific would be a better option if flying to far east"""
Rant,"""asiamiles trouble to chec-in on line with cathay pacific even as marco polo member. no way i have to proceed to ariport counter every time"""
Rant,"""askamexuk does amex still have the cathay pacific gold card offer for platinum cards"""
Rant,"""ausbt @cathaypacific look at the poor old flight engineer down the back carrying the bags!!!"""
Rant,"""avgeekmel finally for now, then i will bore off, my ex wifes cousin is fo with cathay pacific. she is 22! youngest in the staff."""
Rant,"""b3108 cx @cathaypacific concept is a concept, do not think they are implementing it today. (they should just do it like nike)"""
Rant,"""barrychoi when i was in university and working for cathay pacific, taking the airport express bus was a treat because of the cost. 2/2"""
Rant,"""billrancic @cathaypacific do not hold your breath, pathetic customer service even as platinum marco polo member"""
Rant,"""billrancic @cathaypacific i really admire your marriage and everything about your son juss wish my daughter cld have wat your son have"""
Rant,"""blzdudetom that is true. we used to go with cathay pacific too, but we cannot be bothered going to heathrow again. _暲_暲_砬暲_暲_暲_暲_暲_暲_暲__"""
Rant,"""brandonavgeek @cathaypacific what is it? i've not seen it yet"""
Rant,"""briancajulis @cathaypacific wow. talk about unprofessional."""
Rant,"""briancajulis that is very unfortunate. T_NEG_EMO @cathaypacific"""
Rant,"""brianharrison72 &amp; @dcalhoun24 answered the quiz correctly: cathay pacific. congrats! unfortunately our website has no budget, so no prize."""
Rant,"""british_airways @cathaypacific are telling me a confirmed ba res does not mean i have a confirmed seat on their flights - what is this??!"""
Rant,"""british_airways thank you for waiting for me in hong kong. oh, wait, you did not and left me in the incapable hands of @cathaypacific . ugh"""
Rant,"""british_airways very irate! just been bumped to econ+ from bus by @cathaypacific so much for your 'partner' my res is 49bi64 (48x2kp)"""
Rant,"""british_airways well, luggage did not come over so awaiting news from cathay pacific ... ugh x 2"""
Rant,"""camza7 cathay pacific based out of hong kong but lived in qld. a lot more difficult but situation he was left with by hawke."""
Rant,"""cararcen i guess the fare for jakarta is much more expensive than tokyo because cathay pacific does not have direct flights to jakarta!"""
Rant,"""cathaypacific i have been a cathay pacific loyalty customer for more than twenty years. this is the first time i use my points for redeem."""
Rant,"""cathaypacific my mother in law needs assistance for her trip on cathay pacific how do we go about requesting for one?"""
Rant,"""cathaypacific thanks will fly @cathaypacific more better service than @qantas"""
Rant,"""cathaypacific very disappointed with your staff at the hong kong airport transit area!! makes me not want to fly @cathaypacific again!"""
Rant,"""cathaypacificca bag lost jfk&gt;yvr 48hrs ago, called baggage office 20x, left 3x vm, why not answer? how check real status? @cathaypacific"""
Rant,"""cathaypacificin @cathaypacific also,ur site hs a diff contact num for baggage services, i called there and spoke to june."""
Rant,"""cathaypacificin @cathaypacific ms.june was supposed to get bk to me before 5 pm today on the status. dint get any call..."""
Rant,"""cathaypacificin @cathaypacific not pro-active at all. i need to follow up for a mistake which has been committed at your end"""
Rant,"""cathaypacificin @cathaypacific really really upset by the level of service you have. never travel in life in cp."""
Rant,"""cathaypacificin @cathaypacific she asked me for baggage details,which i hd already given lst night and hs said ther is no update on the bag"""
Rant,"""cathaypacificin @cathaypacific team is in touch bcoz i hav been trying to get in touch. not the other way"""
Rant,"""cathaypacificin awaiting response. cannot get thru to baggage service office line. @cathaypacific"""
Rant,"""cathaypacificuk @cathaypacific online system down temporarily. when will it be back up? please respond"""
Rant,"""cathaypacificuk i'd much rather said that you have no idea what is wrong, than sending a solution to a problem i do not have. @cathaypacific"""
Rant,"""cathaypacificus @cathaypacific any info on this would be appreciated."""
Rant,"""cathaypacificus @cathaypacific is enhance still around - the webpage seems down?"""
Rant,"""cathaypacificus @cathaypacific what is going on with your website? have not been T_URL"""
Rant,"""cathaypacificus @cathaypacific what is going on with your website? have not been able to log into my marco polo for hours"""
Rant,"""ceririchardson @cathaypacific lots to say also about @dragonair but will calm down first!"""
Rant,"""ceririchardson @hmajor08 @cathaypacific waiting to track them"""
Rant,"""cleanblackheath @cathaypacific @cdg @hkg we still have no answer! why not warn passengers that their duty free will be confiscated?"""
Rant,"""cotedarmes @cathaypacific no waaay that is crazy! what happened?! _暲_暲_砬暲_暲_暲__鋾繽_暲_"""
Rant,"""csnl26 he overheard that word ""blacklist"" and asked staff, staff said it is hk gov information sent to @cathaypacific"""
Rant,"""cut_2_fit @trustaviation @designerjet @cathaypacific and more control in retrofit, ability to think outside the catalogue/box"""
Rant,"""cut_2_fit @trustaviation @designerjet @cathaypacific risk aversion and lack of innovation"""
Rant,"""cvergz @cathaypacific thanks for the kind words clarisse, glad we could do something small to help."""
Rant,"""davidwong1966 @cathaypacific is that why all the in town are full?"""
Rant,"""dgwbirch this has long been the case with @british_airways, in my experience. hence, my near-religious devotion to @cathaypacific."""
Rant,"""dragonair @cathaypacific dragonair owes me $400 because the agent made me cancel and rebook my ticket. having trouble contacting a human."""
Rant,"""dragonair @cathaypacific flight cx5859. rubbish incompetent companies! flight delayed for 1 plus hrs. luggage slow in arriving to carousel"""
Rant,"""dragonair @cathaypacific how can i get in touch to confirm that dragonair is refunding my ticket? sorry i do not have marco polo"""
Rant,"""drsuneet @amcj1 @mgkatz036 really liked cathay pacific. but it is been a few years."""
Rant,"""edward_lol_ cathay pacific!! why are you going everywhere for such a long time"""
Rant,"""expedia a9: cathay pacific just because they always have a stash of @haagendazs_us ice cream!"""
Rant,"""firdianshah1 @cathaypacific yeah. just some courtesy from the airline would have been nice. some.relatives waiting for us on the other side"""
Rant,"""fishspeakers hi. thanks for your message. we can confirm that cathay pacific does not fly over iraq, syria, afghanistan and ukraine."""
Rant,"""flyairnz real shame after paying 暲_暲__愆暲_暲_暲_6k for flights home we are charged another暲_暲__愆暲_暲_暲_25 for baby cot @virginatlantic @cathaypacific no such charges"""
Rant,"""flyertalkerina2 @cathaypacific we are at the @whongkong we leave tomorrow morning for tokyo then home tuesday in jal f!"""
Rant,"""gazammer @cathaypacific noodles are not so good. see you soon buddy"""
Rant,"""george_chen @cathaypacific wait until hour 14 and it will be worse."""
Rant,"""george_chen @helene_fr @cathaypacific @wong_jim does cx really need to fake dysfunctional seats to deny any passenger?"""
Rant,"""george_chen @helene_fr @cathaypacific what are the odds of having 3 broken seats on a flight where 3 were denied from taking their seats?"""
Rant,"""gindan82 hello.thank you for your message. did you book directly with cathay pacific or through an agent?"""
Rant,"""globalbeauteh @cathaypacific agree that business is _暲_暲_砬暲_暲_暲_暲_暲_暲_韄, and first is even better! _暲_暲_砬暲_暲_暲_暲_暲_暲_韄_暲_暲_砬暲_暲_暲_暲_暲_暲_韄_暲_暲_砬暲_暲_暲_暲_暲_暲_韄"""
Rant,"""globalbeauteh @cathaypacific no money needed if you use airline miles to book, cannot beat free!"""
Rant,"""helene_fr @cathaypacific the worst pr, cathay !"""
Rant,"""helene_fr @reporterphoenix shame on @cathaypacific"""
Rant,"""helene_fr i have been a big fan of @cathaypacific but this is a huge disappointment! whose order, from cx or cy or bj, to ban those seats?!"""
Rant,"""helene_fr maybe i speculate too much. maybe it is just because the seats were dysfunctional? think @cathaypacific should clarify to public?"""
Rant,"""helene_fr shame on @cathaypacific"""
Rant,"""hkairport @icao @cathaypacific did not allow me onto 16hr flight with unopened water from duty-free and blamed @tsa. all, i am a raisin!"""
Rant,"""hkdemonow @donplusn this notice has also been on the cathay pacific website for the past month or so too."""
Rant,"""hungryforpoints @cathaypacific i think 1st is too extravagant;that money should go towards food, medical &amp; education for those who need. _暲_暲_砬暲_暲_暲_暲__"""
Rant,"""hungryforpoints @cathaypacific i've taken their bus class to &amp; fro sg &amp; canada countless times. their economy 1x. they do business _暲_暲_砬暲_暲_暲_暲_暲_暲_韄 econ _暲_暲_砬暲_暲_暲_暲_暲_暲_暲_"""
Rant,"""hungryforpoints @cathaypacific yes - you do have a point with that. _暲_暲_砬暲_暲_暲_暲__ but to get points, you need to spend money _暲_暲_砬暲_暲_暲_暲_暲_暲_暲_暲_"""
Rant,"""iamlaurenmiller you could discuss funny misadventures, fave hotels/cities or u could tell ur side of the @cathaypacific debacle if u wanted"""
Rant,"""ingramtom @sethrogen in any case they suck as an airline. should be called cathay pathetic - rather than cathay pacific"""
Rant,"""jamescapetown @cathaypacific thanks! definitely worth it with them, but am writing a review about another airline where it is not."""
Rant,"""jamestomaslong cannot be transferred from an executive club account to your cathay pacific account. 2/2 ^charlotte"""
Rant,"""jayquu @chaptwo @tomcat335 but i bet @westjet and @cathaypacific will value my 50k loyalty since aircanada &amp; @acaltitude do not"""
Rant,"""jeannebee @jaunted let us go! jetblue did not start this. cathay pacific has had an all-asia pass for at least ten years, maybe 15."""
Rant,"""journodannyasia it apparently still involves boarding passes? (0:09) reinvigorated life goal of @cathaypacific mp diamond status."""
Rant,"""kevmulhern90 cathay pacific. voted worlds best airline last year, cannot say i agree though. much rather stick to emirates in the future!"""
Rant,"""kezzeroz @harrypusspuss @qantas @emirates @flyairnz @singaporeair @cathaypacific would someone in govt tell the truth ffs!"""
Rant,"""kg00hk @cathaypacific please feel free to drop us a line if you need any help. cheers. -pak &lt;"""
Rant,"""kg00hk @cathaypacific the fee will depend on how the ticket is changed. we are sorry if there is anything went wrong. &gt;&gt;"""
Rant,"""koala2l @cathaypacific this was my first time with them too and i do not know why! terrific airline and even better service!"""
Rant,"""kristelleann lol sure, lemme just talk to the airport to cancel your flight then to cathay pacific to book you in business with me _暲_暲_砬暲_暲_暲__鋾繽_暲_暲_暲_暲__暲_暲_暲__暲_暲__韄暲_暲_尗鋾繽_砬暲_暲_砺暲_暲_暲___暲_暲__韄暲_暲_尗鋾繽_砬暲_暲_砺"""
Rant,"""kuma @cathaypacific are you on the train now - we will have 30 minutes delay approximatelively ?"""
Rant,"""linksoflondonca i bought this @cathaypacific's duty free and there are already marks. how can i fix this? T_URL"""
Rant,"""marisvis unfortunately, cathay pacific is not a member of star alliance. you may be not able to check-in through from krabi to hongkong."""
Rant,"""mas kul flight was delayed an hour so @americanair took off early??, leaving 11 people stranded in hkg. @cathaypacific is trying to help."""
Rant,"""mizmaeb @cathaypacific i know right! t'was stupid since they also could't explain the reason behind!! _暲_暲_砬暲_暲_暲_暲_暲_暲_憩_暲_暲_砬暲_暲_暲_暲_暲_暲_憩 anyways, i miss hanging with you."""
Rant,"""mjberryman @aptronym @cathaypacific @airlivenet taipei airport back open, just landed, seems it was closed for a short period of time."""
Rant,"""niallxmurphy @cathaypacific @jaunted why the disappointment?"""
Rant,"""nicknopants i'm with seth on this one. @cathaypacific have terrible customer service policies - treated me really bad on my last flight."""
Rant,"""ninjaying @cathaypacific you can claim for your flight delays - check free here if you are entitled for compensation T_URL"""
Rant,"""oberon19501 @qantas yes, it is very disappointing. @cathaypacific were very sensitive to a pregnant traveller in comparison. q is seemingly"""
Rant,"""pathlesstravels @cathaypacific @qatarairways @expedia @nvrguys @midliferoadtrip that is the meal i always get :d"""
